"","ENSEMBL","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std","Category"
"ENSG00000130413.15","ENSG00000130413.15","STK33",0.516220032276311,1.19492783369715,3.46795457667699,0.0012682034419502,0.0370824289211,-0.976618289952861,3.22307951377703,"UP"
"ENSG00000232454.2","ENSG00000232454.2","RP11-3J10.7",0.822192976031198,-0.141344167350277,3.45583139330487,0.00127186011835577,0.0371306923196324,-0.9385275247578,3.22225471668804,"UP"
"ENSG00000253251.2","ENSG00000253251.2","CTC-534A2.2",1.17525278953691,-0.136053346021718,3.45061224810019,0.00131726799720418,0.038002278088546,-0.973648446313874,3.21219092909592,"UP"
"ENSG00000258012.1","ENSG00000258012.1","RP11-603K19.1",1.18060774858431,-0.570265055360509,3.45551324958855,0.00131780213340776,0.038002278088546,-0.96671333149535,3.21207446475157,"UP"
"ENSG00000229605.5","ENSG00000229605.5","RPL21P93",0.859745675822833,-0.478992868807399,3.4576740112144,0.00132321669535832,0.038002278088546,-0.993017434157875,3.21089631321189,"UP"
"ENSG00000205085.10","ENSG00000205085.10","FAM71F2",0.74341417655868,-0.632836832698633,3.45189157209276,0.00134691558900576,0.0382950240198274,-1.01477120765179,3.20579147064211,"UP"
"ENSG00000248152.1","ENSG00000248152.1","RP11-650J17.1",0.91758067679188,-0.31560901704853,3.41921495421201,0.00143053206520905,0.0396373023876562,-1.0876527068849,3.18841874924683,"UP"
"ENSG00000280183.1","ENSG00000280183.1","RP11-400F19.12",0.602745785805086,-0.351400556266784,3.41541921847787,0.00143411607076521,0.0396772112911709,-1.11121425236745,3.1876952309145,"UP"
"ENSG00000154079.5","ENSG00000154079.5","SDHAF4",0.501348547770598,1.8416771620972,3.40061052813351,0.00146638489020589,0.040339506663066,-1.09346388197918,3.18125501158355,"UP"
"ENSG00000259521.1","ENSG00000259521.1","RP11-540O11.4",0.836260286392998,-0.578013007370048,3.36103787853922,0.00147766954009178,0.040339506663066,-1.15963865441622,3.17903361406621,"UP"
"ENSG00000258302.2","ENSG00000258302.2","RP11-981P6.1",0.7237128937769,0.112955182641237,3.40227063487716,0.00150646589251117,0.0407053681817361,-1.12759144964042,3.17343507747293,"UP"
"ENSG00000168004.9","ENSG00000168004.9","HRASLS5",1.17383639834914,-1.0046393005655,3.38531068897527,0.00157493328909127,0.0413111253368919,-1.17702564956479,3.16050975928344,"UP"
"ENSG00000106686.16","ENSG00000106686.16","SPATA6L",0.561477921770228,-0.0859619054472302,3.37640431847746,0.00162257904690381,0.041538472446947,-1.2063086582999,3.1518170455849,"UP"
"ENSG00000226051.6","ENSG00000226051.6","ZNF503-AS1",0.837077620532421,-0.811410395571589,3.37423687895795,0.0016319236688047,0.0416220454718027,-1.20941237501777,3.15013977389963,"UP"
"ENSG00000248710.1","ENSG00000248710.1","RP11-432B6.3",0.851836070669953,1.08459653801558,3.3845490899533,0.00171230596244814,0.0427297933151519,-1.16956174233407,3.1360661164576,"UP"
"ENSG00000214760.3","ENSG00000214760.3","RPL21P1",0.619703964559777,-0.650389941148834,3.35977445034409,0.00173669707807504,0.0430295189644474,-1.2403344801878,3.13191574321409,"UP"
"ENSG00000184984.9","ENSG00000184984.9","CHRM5",0.867223138044705,-1.10256889379832,3.32695126605445,0.00190608253600242,0.0448850911690442,-1.32869445591774,3.1044886300485,"UP"
"ENSG00000202538.1","ENSG00000202538.1","RNU4-2",1.28061592758338,0.719045701119826,3.29987854946003,0.00195962900897885,0.045277452393606,-1.3838088279468,3.09628350691084,"UP"
"ENSG00000182667.14","ENSG00000182667.14","NTM",0.571319078706459,0.29840136099422,3.30375777945815,0.00196489091045671,0.045277452393606,-1.39229793587252,3.0954883508265,"UP"
"ENSG00000186105.7","ENSG00000186105.7","LRRC70",0.902290898413271,-0.390908433258756,3.32232870947768,0.00199023296095885,0.0455212031858902,-1.3306032580381,3.09168593462686,"UP"
"ENSG00000245694.9","ENSG00000245694.9","CRNDE",1.0905835134381,-0.905258249981445,3.29672787269385,0.0020084379507751,0.0456683904289675,-1.39670970113298,3.08898172203608,"UP"
"ENSG00000103381.11","ENSG00000103381.11","CPPED1",0.570216952978076,1.86096040360382,3.28234665319107,0.00211629039415799,0.0467985888954244,-1.4433072786072,3.07340784574524,"UP"
"ENSG00000172469.15","ENSG00000172469.15","MANEA",0.550625247744392,1.33958539489777,3.27317736983861,0.00215375707021444,0.0468986936618813,-1.45387977867322,3.0681677114908,"UP"
"ENSG00000042781.12","ENSG00000042781.12","USH2A",0.890722771173969,-0.360515221547826,3.27946625963554,0.00217560879142532,0.0472079051822876,-1.4383070452872,3.06514996369525,"UP"
"ENSG00000149573.8","ENSG00000149573.8","MPZL2",1.21999060577064,-1.05799412332856,3.25718172816625,0.00220491772410228,0.047279638653474,-1.46312307977693,3.06114569834882,"UP"
"ENSG00000136149.6","ENSG00000136149.6","RPL13AP25",0.566791971896528,2.27445951034052,3.26317870518458,0.00220664568659353,0.047279638653474,-1.49021530291387,3.06091114529684,"UP"
"ENSG00000239653.1","ENSG00000239653.1","PSMD6-AS2",0.640493148138507,1.95641692685509,3.24847640656228,0.00230666839301137,0.0482656139026301,-1.51743024939488,3.04761292491086,"UP"
"ENSG00000230955.1","ENSG00000230955.1","RP11-109P14.10",0.632965741185719,-0.101751838708909,3.23829222619399,0.00236321389940371,0.0487676143814302,-1.55380053558435,3.0403270309739,"UP"
"ENSG00000000005.5","ENSG00000000005.5","TNMD",1.04468721778399,-0.106909303027521,3.24177733465655,0.00237305636308787,0.0488032224715483,-1.54678273075025,3.03907516780515,"UP"
